record_id,age,gender,country,num_platforms,self_reported_weekly_play,plays_xbox,plays_steam,plays_nintendo,plays_ios,plays_android,plays_playstation,intake_life_sat,intake_affective_valence,intake_wemwbs_1,intake_wemwbs_2,intake_wemwbs_3,intake_wemwbs_4,intake_wemwbs_5,intake_wemwbs_6,intake_wemwbs_7,gdt_total,promis_total,wemwbs_total,bangs_total,telem_nocturnal_sessions,telem_activity_count,telem_total_sessions,bw_gdt_1,bw_gdt_2,bw_gdt_3,bw_gdt_4,bw_promis_1,bw_promis_2,bw_promis_3,bw_promis_4,bw_promis_5,bw_promis_6,bw_promis_7,bw_promis_8,bw_wemwbs_1,bw_wemwbs_2,bw_wemwbs_3,bw_wemwbs_4,bw_wemwbs_5,bw_wemwbs_6,bw_wemwbs_7,android_days_with_data,android_mean_daily_minutes,android_total_minutes,bw_affective_valence,bw_bangs_1,bw_bangs_10,bw_bangs_11,bw_bangs_12,bw_bangs_13,bw_bangs_14,bw_bangs_15,bw_bangs_16,bw_bangs_17,bw_bangs_18,bw_bangs_2,bw_bangs_3,bw_bangs_4,bw_bangs_5,bw_bangs_6,bw_bangs_7,bw_bangs_8,bw_bangs_9,bw_bfi_2_xs_1,bw_bfi_2_xs_10,bw_bfi_2_xs_11,bw_bfi_2_xs_12,bw_bfi_2_xs_13,bw_bfi_2_xs_14,bw_bfi_2_xs_15,bw_bfi_2_xs_2,bw_bfi_2_xs_3,bw_bfi_2_xs_4,bw_bfi_2_xs_5,bw_bfi_2_xs_6,bw_bfi_2_xs_7,bw_bfi_2_xs_8,bw_bfi_2_xs_9,bw_eps_afternoon,bw_eps_car,bw_eps_lunch,bw_eps_passenger,bw_eps_public,bw_eps_reading,bw_eps_talking,bw_eps_tv,bw_gaming_value_cognitive,bw_gaming_value_emotion,bw_gaming_value_routines,bw_gaming_value_social,bw_gaming_value_work,bw_life_sat,bw_mctq_fd_sleep_latency_minutes,bw_mctq_wd_sleep_latency_minutes,bw_mctq_workdays_per_week,bw_num_waves,bw_played_any_games,bw_positives,bw_problematic_play,bw_psqi_overall_quality,bw_psqi_sleep_latency_min,bw_psqi_sleepdur_hours,bw_self_reported_biweekly_play,bw_self_reported_daily_play,bw_self_reported_weekly_play,bw_survey_duration,bw_trojan_1,bw_trojan_10,bw_trojan_11,bw_trojan_12,bw_trojan_13,bw_trojan_14,bw_trojan_15,bw_trojan_2,bw_trojan_3,bw_trojan_4,bw_trojan_5,bw_trojan_6,bw_trojan_7,bw_trojan_8,bw_trojan_9,cog_mean_accuracy,cog_mean_rt,cog_num_tasks,cog_num_trials,daily_num_responses,daily_played_days,daily_stress_days,has_android,has_any_telemetry,has_biweekly,has_cognitive,has_daily,has_ios,has_nintendo,has_steam,has_timeuse,has_xbox,ios_days_with_data,ios_mean_daily_minutes,ios_total_minutes,nintendo_max_session_min,nintendo_mean_session_min,nintendo_nocturnal_sessions,nintendo_total_duration_min,nintendo_total_sessions,nintendo_unique_games,num_telemetry_platforms,steam_link_events,steam_linked,steam_owned_games_count,steam_owned_total_playtime,steam_playtime_2weeks_max,steam_playtime_forever_max,steam_total_records,steam_unique_games,timeuse_gaming_entries,timeuse_num_days,timeuse_num_entries,xbox_max_session_min,xbox_mean_session_min,xbox_nocturnal_sessions,xbox_total_duration_min,xbox_total_sessions,xbox_unique_games
1197,25,Man,US,1,1200,,,,,,,,,,,,,,,,0,17,26,75,0,134,134,0,0,0,0,2,2,2,3,2,2,2,2,4,4,4,4,4,2,4,,,,81,6,1,7,1,7,7,6,1,1,1,6,7,1,1,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,2,0,8,20,20,5,6,,,,,,,1800,120,900,1782,5,2,4,4,4,4,4,4,4,4,4,4,2,2,4,0.9407894736842105,1075.8552631578948,1,152,20,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,268,230767,2826,38370,134,8,12,19,147,,,,,,
1198,30,Woman,UK,4,600,,,,,,,,,,,,,,,,0,28,16,77,42,1006,1006,0,0,0,0,3,3,4,2,4,4,4,4,1,1,4,3,3,2,2,,,,44,5,4,5,6,6,6,6,2,2,2,5,5,4,1,1,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,0,4,10,15,5,6,,,,,,,,,,684,4,3,3,5,5,1,1,4,4,2,3,4,1,1,2,0.9523809523809523,819.981684981685,1,273,,,,0,1,1,1,0,0,1,1,0,0,,,,207.083,12.156,42,6771.117,557,8,2,1,1,85,44508,1583,21511,449,19,,,,,,,,,
1199,30,Man,UK,1,600,,,,,,,,,,,,,,,,5,10,27,75,0,456,456,1,1,2,1,1,1,1,2,1,1,2,1,3,4,4,4,4,4,4,,,,75,6,2,5,3,2,3,6,1,6,2,6,6,3,2,2,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,1,0,7,15,15,4,2,,,,,,,,,,539,2,4,4,3,4,4,4,1,1,4,4,3,3,4,2,0.9767441860465116,884.3255813953489,1,86,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,105,242600,1676,37118,456,20,,,,,,,,,
1200,25,Woman,UK,1,540,,,,,,,,,,,,,,,,8,16,35,80,0,249,249,1,3,3,1,1,1,1,3,1,3,4,2,5,5,5,5,5,5,5,,,,70,4,3,2,2,6,6,6,5,6,3,6,7,2,2,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,7,60,60,5,1,,,,,,,,60,120,1340,5,4,4,5,5,4,4,5,5,5,3,4,4,3,2,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,41,24407,4078,15693,249,19,,,,,,,,,
1201,25,Woman,UK,1,600,,,,,,,,,,,,,,,,7,26,20,89,332,1736,1736,2,2,2,1,3,3,3,4,4,3,3,3,3,3,3,3,3,2,3,,,,14,5,4,5,5,7,6,7,5,2,4,5,5,5,3,2,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1,0,1,4,,,,4,,,,,,,,,,614,4,5,5,5,5,5,5,3,5,5,5,5,4,3,4,0.9504504504504504,1130.5900900900901,1,222,,,,0,1,1,1,0,0,1,0,0,0,,,,406.15,21.744,332,37746.8,1736,10,1,1,1,,,,,,,,,,,,,,,
1202,25,Man,US,1,1200,,,,,,,,,,,,,,,,0,10,31,61,0,3,3,0,0,0,0,1,1,1,2,1,1,2,1,4,5,5,2,5,5,5,,,,70,5,7,1,2,1,1,1,1,1,1,6,7,1,4,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,0,0,7,1,15,5,5,,,,,,,,,,1191,2,5,5,5,5,5,2,2,1,4,3,3,5,5,2,0.9799196787148594,955.8353413654619,1,249,31,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,15,51107,62,41960,3,1,35,26,406,,,,,,
1203,25,Man,US,3,1230,,,,,,,,,,,,,,,,6,10,31,84,0,1286,1286,1,2,3,0,2,2,1,1,1,1,1,1,4,4,4,5,5,4,5,,,,80,6,5,4,4,6,4,4,4,4,3,6,7,2,3,3,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,1,0,-2,0,-1,4,5,25,5,1,,,,,,,2592,145,1126,830,3,5,5,4,4,5,4,1,1,4,4,5,3,5,4,0.9787234042553191,770.531914893617,1,94,4,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,48,185798,3074,147757,1286,40,3,4,35,,,,,,
1204,20,Man,UK,1,1800,,,,,,,,,,,,,,,,5,17,24,75,0,121,121,0,2,3,0,2,2,2,2,2,3,2,2,2,5,4,2,4,5,2,,,,100,5,1,1,1,7,5,5,5,1,5,7,6,5,1,1,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1,4,30,30,,1,,,,,,,1200,0,300,787,5,4,2,4,5,3,4,5,5,5,5,5,5,5,5,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,1,3,1,,,1607,150261,121,11,,,,,,,,,
1205,25,Man,US,1,1200,,,,,,,,,,,,,,,,5,12,20,71,15572,25526,25526,1,2,1,1,2,1,1,1,3,1,2,1,2,3,3,3,3,3,3,,,,70,5,2,3,3,5,5,5,4,3,3,4,5,4,2,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,0,-1,-1,1,0,6,5,20,5,4,,,,,,,1800,240,900,772,4,3,1,3,3,3,2,4,3,3,2,3,2,4,2,0.959731543624161,1109.248322147651,1,149,25,0,0,0,1,1,1,1,0,0,0,1,1,,,,,,,,,,1,,,,,,,,,23,21,164,1435,46.418,15572,1184876.983,25526,181
1206,25,Man,US,1,2100,,,,,,,,,,,,,,,,4,17,25,70,0,1476,1476,1,3,0,0,1,1,3,3,1,4,3,1,3,4,4,3,3,4,4,,,,80,5,5,3,1,6,5,6,1,1,1,6,6,3,1,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,3,0,7,30,30,,1,,,,,,,,,,1431,4,4,3,5,5,4,4,3,2,5,5,5,3,3,3,0.967032967032967,820.3296703296703,1,91,1,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,406,671796,7559,119625,1476,62,3,1,12,,,,,,
1207,20,Other,UK,2,1290,,,,,,,,,,,,,,,,6,28,18,77,0,614,614,2,1,2,1,2,4,3,4,3,4,3,5,2,3,2,3,3,2,3,,,,75,7,1,2,1,5,6,4,4,3,4,7,7,2,5,2,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,0,1,-1,2,-1,6,45,60,,5,,,,,,,2260,285,1230,1179,5,5,4,5,5,5,5,5,5,4,5,5,3,2,2,0.972972972972973,708.7837837837837,1,296,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,106,226727,1946,39250,614,30,,,,,,,,,
1208,25,Woman,US,4,480,,,,,,,,,,,,,,,,,,,,7773,12089,12089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,1,,,,,,,,,,2,1,1,25,12525,4045,8452,100,2,,,,1435,78.682,7773,943312.85,11989,175
1209,25,Man,UK,1,180,,,,,,,,,,,,,,,,6,12,28,62,0,12,12,1,2,3,0,1,1,1,2,1,2,2,2,4,4,4,4,4,4,4,,,,75,6,3,2,1,3,2,3,2,1,4,5,6,3,4,3,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,30,30,5,6,,,,,,,,,,764,4,3,2,2,4,3,3,3,3,3,4,4,1,4,1,0.9730769230769231,889.0346153846153,1,260,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,328,413073,116,13554,12,7,,,,,,,,,
1210,20,Woman,UK,2,450,,,,,,,,,,,,,,,,11,32,12,83,202,1072,1072,3,3,3,2,4,4,4,4,4,4,4,4,2,1,1,2,4,1,1,,,,20,6,3,2,2,6,6,6,5,5,2,6,6,4,2,4,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,-2,-1,-2,-1,0,5,,,5,5,,,,,,,1110,125,390,472,5,5,3,5,5,3,5,3,4,4,5,5,3,3,3,0.8666666666666667,1318.474074074074,1,135,,,,0,1,1,1,0,0,1,0,0,0,,,,172.033,14.567,202,15615.383,1072,9,1,,,,,,,,,,,,,,,,,
1211,20,Man,US,3,900,,,,,,,,,,,,,,,,,,,,10919,19758,19758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,1,,,,139.867,25.532,8,306.383,12,2,2,,,,,,,,,,,,575,23.937,10911,472657.733,19746,100
1212,20,Man,US,3,3000,,,,,,,,,,,,,,,,6,19,21,74,0,673,673,2,2,1,1,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3,,,,76,5,3,2,3,6,7,5,4,2,3,6,5,3,2,2,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,-1,0,-1,0,0,5,5,5,,5,,,,,,,,480,2220,1246,5,4,4,4,4,3,3,5,4,4,3,3,5,5,4,0.9251700680272109,1132.9591836734694,1,147,1,0,0,0,1,1,1,1,1,0,1,1,0,28,8.713214285714285,243.97,,,,,,,2,1,1,133,300612,4366,9078,645,42,1,1,9,,,,,,
1213,25,Man,UK,1,3000,,,,,,,,,,,,,,,,12,25,20,93,0,1497,1497,3,4,4,1,2,4,2,3,3,4,3,4,2,4,2,3,4,3,2,,,,41,6,3,6,3,6,5,6,6,2,5,7,4,6,3,7,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,1,0,-1,2,-1,3,60,30,5,2,,,,,,,,,,414,5,4,4,4,4,3,2,5,5,3,4,5,5,5,2,0.9305555555555556,1172.6666666666667,1,72,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,2,1,903,523329,5564,88087,1497,172,,,,,,,,,
1214,30,Man,UK,2,930,,,,,,,,,,,,,,,,6,25,14,55,27,652,652,1,2,2,1,3,1,4,3,3,3,4,4,1,2,3,2,3,2,1,,,,40,2,3,2,5,3,2,2,1,1,4,4,2,4,5,1,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,-1,1,-2,3,-1,3,25,60,,5,,,,,,,2290,320,1170,1092,4,5,4,3,5,4,4,2,3,3,4,4,2,3,1,0.9696969696969697,956.0666666666667,1,165,,,,0,1,1,1,0,0,1,1,0,0,,,,129.35,21.308,27,4687.667,220,3,2,1,1,909,879509,2021,25739,432,49,,,,,,,,,
1215,20,Man,US,1,1800,,,,,,,,,,,,,,,,,,,,0,707,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,115,566789,2998,112836,707,19,,,,,,,,,
1216,25,Woman,US,1,1440,,,,,,,,,,,,,,,,4,31,26,77,0,394,394,2,1,1,0,4,4,4,4,4,4,4,3,4,4,3,4,2,5,4,,,,81,7,5,3,3,7,7,7,1,1,1,7,7,1,2,1,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,1,3,60,30,5,2,,,,,,,1350,,,3845,5,5,4,5,5,4,4,5,5,4,3,5,1,1,1,0.9264705882352942,1266.764705882353,1,68,2,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,87,145135,2462,94588,394,18,1,1,13,,,,,,
1217,30,Woman,US,4,360,,,,,,,,,,,,,,,,1,17,26,72,0,125,125,0,1,0,0,2,2,1,3,2,2,3,2,4,4,4,4,4,3,3,,,,72,6,2,4,4,4,5,5,1,4,2,6,5,3,3,3,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,0,2,-1,0,-1,6,20,15,5,5,,,,,,,1200,120,480,989,2,5,4,5,5,2,2,2,3,4,3,4,3,4,3,0.9682539682539683,1417.357142857143,1,126,7,0,0,0,1,1,1,1,1,0,1,1,0,42,65.69833333333335,2759.330000000001,,,,,,,2,1,1,35,32227,1511,4304,83,8,1,4,30,,,,,,
1218,20,Man,US,1,600,,,,,,,,,,,,,,,,3,17,25,62,0,59,59,1,1,1,0,2,2,2,2,2,3,2,2,4,4,3,3,3,4,4,,,,60,6,2,1,2,5,6,5,1,1,1,7,6,2,2,1,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,6,60,60,,1,,,,,,,470,0,240,1062,5,3,3,4,5,3,1,5,4,2,4,2,1,3,1,,,,,3,0,0,0,1,1,0,1,0,0,1,1,0,,,,,,,,,,1,2,1,86,170641,422,55552,59,13,7,3,37,,,,,,
1219,25,Woman,US,4,600,,,,,,,,,,,,,,,,3,39,15,65,1323,2709,2709,0,2,1,0,5,5,5,5,5,5,4,5,2,2,3,1,2,2,3,,,,80,6,2,2,5,5,5,2,2,1,1,6,6,3,1,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,-1,3,5,5,,6,,,,,,,600,30,240,1625,3,4,4,5,5,5,4,1,2,5,5,4,2,3,2,0.94,938.036,1,250,20,0,0,0,1,1,1,1,0,1,1,1,1,,,,29.2,6.861,2,61.75,9,4,3,1,1,19,2664,24,622,3,3,7,19,123,365,16.756,1321,45191,2697,30
1220,25,Man,US,3,1380,,,,,,,,,,,,,,,,8,28,20,80,0,388,388,2,2,3,1,4,4,3,4,3,3,4,3,2,3,4,2,4,2,3,,,,55,5,4,5,5,3,5,4,3,1,1,5,7,2,5,5,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-2,3,0,3,30,30,,2,,,,,,,3840,240,1920,1436,2,3,3,5,5,3,3,2,1,5,5,5,5,5,4,0.9534883720930233,886.953488372093,1,86,10,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,9,50134,3678,33931,388,6,17,10,94,,,,,,
1221,30,Woman,US,3,480,,,,,,,,,,,,,,,,,,,,109,245,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,0,,,,481.3,62.328,109,13649.767,219,13,2,1,1,34,40931,556,6808,26,3,,,,,,,,,
1222,30,Man,US,2,1200,,,,,,,,,,,,,,,,,18,26,,0,1455,1455,,,,,2,3,2,2,3,2,2,2,3,4,4,4,4,3,4,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,1,,,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,916,1018057,10235,253740,1455,44,,,,,,,,,
1223,25,Man,US,1,3600,,,,,,,,,,,,,,,,11,26,25,70,0,216,216,3,3,3,2,2,4,2,4,3,4,4,3,3,3,4,5,4,3,3,,,,75,5,2,3,6,3,5,5,5,3,4,6,5,2,1,1,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,2,0,-1,-1,-2,4,45,45,5,6,,,,,,,1905,195,750,843,5,5,5,2,2,5,5,4,3,5,5,4,5,5,5,0.9773584905660377,871.0943396226415,1,265,19,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,3,46196,4769,53915,216,7,24,19,129,,,,,,
1224,30,Woman,US,3,2415,,,,,,,,,,,,,,,,8,21,23,55,0,479,479,2,4,2,0,3,2,1,3,3,3,3,3,3,3,4,2,5,3,3,,,,65,7,1,1,1,4,1,4,1,1,1,5,7,1,1,3,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,0,1,-1,2,-2,6,10,15,2,5,,,,,,,2521,255,1290,1031,2,5,5,4,5,3,3,1,1,3,3,5,3,4,1,0.9580838323353293,944.2035928143713,1,167,14,0,0,0,1,1,1,1,0,1,1,1,0,,,,133.6,33.514,0,368.65,11,3,2,3,1,,,2009,3478,468,54,12,12,134,,,,,,
1225,25,Man,US,3,870,,,,,,,,,,,,,,,,2,8,28,73,119,686,686,1,1,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,,,,100,7,1,6,1,6,6,6,1,2,2,5,6,4,1,1,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,2,4,20,15,5,6,,,,,,,1830,195,930,566,4,5,4,5,5,4,3,4,4,4,5,4,3,3,3,0.9384615384615385,1365.4384615384615,1,130,30,0,0,0,1,1,1,1,1,1,1,1,0,55,13.11690909090909,721.43,120,14.877,119,4329.233,291,13,3,1,1,233,34938,1393,6844,340,50,51,21,298,,,,,,
1226,25,Man,US,1,1500,,,,,,,,,,,,,,,,,,,,22459,39081,39081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,1,,,,,,,,,,,,520,23.579,22459,921505,39081,109
1227,20,Man,US,2,450,,,,,,,,,,,,,,,,7,20,24,73,0,362,362,2,2,2,1,2,2,3,3,2,2,3,3,3,3,4,4,4,3,3,,,,85,5,3,4,3,5,6,5,2,1,2,5,6,4,2,3,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,-2,6,15,10,3,6,,,,,,,480,30,210,1244,4,5,3,5,4,4,4,4,4,5,4,3,3,4,5,0.973404255319149,777.281914893617,1,188,1,0,0,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,1,1,1,50,31446,2063,8924,362,14,1,1,11,,,,,,
1228,30,Woman,US,1,2400,,,,,,,,,,,,,,,,,,,,6200,19493,19493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,1,,,,,,,,,,,,920,32.428,6200,632112.6,19493,129
1229,25,Woman,US,2,3000,,,,,,,,,,,,,,,,,,,,65,571,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,0,,,,173.067,37.04,65,4111.483,111,5,2,1,1,98,505069,4765,252916,460,11,,,,,,,,,
1230,30,Woman,US,2,900,,,,,,,,,,,,,,,,5,22,18,59,101,221,221,2,2,1,0,2,2,3,3,3,3,3,3,2,2,3,3,3,2,3,,,,50,7,2,3,2,4,5,1,1,1,1,6,7,1,1,1,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,1,0,-1,1,0,3,5,5,,1,,,,,,,720,60,300,1138,5,2,3,3,3,3,2,2,2,4,5,4,3,3,4,,,,,1,0,0,0,1,1,0,1,0,1,1,0,0,,,,225.467,39.077,101,7229.2,185,17,2,1,1,411,249975,1019,24517,36,17,,,,,,,,,
1231,30,Man,US,1,2400,,,,,,,,,,,,,,,,3,,,,0,41,41,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,-1,1,0,,,,,1,,,,,,,,,,571,4,2,4,2,3,3,3,3,4,4,2,3,5,5,5,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,1,1,1,35,293302,725,265857,41,5,,,,,,,,,
1232,25,Man,UK,4,720,,,,,,,,,,,,,,,,,,,71,0,1022,1022,,,,,,,,,,,,,,,,,,,,,,,80,7,2,1,1,5,5,5,5,3,5,6,3,1,2,1,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,1,4,,,,5,,,,,,,1560,180,600,548,,,,,,,,,,,,,,,,0.9701492537313433,1313.865671641791,1,67,,,,0,1,0,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,222,1060799,7402,305603,1022,26,,,,,,,,,
1233,25,Man,UK,1,2100,,,,,,,,,,,,,,,,11,23,20,83,0,315,315,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,,,,60,6,3,3,3,4,4,4,6,5,6,6,5,5,2,3,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,1,0,-1,0,0,6,60,30,5,5,,,,,,,,,,2000,5,5,4,5,5,5,5,5,3,5,5,5,5,5,5,0.95,986.275,1,80,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,105,166068,2062,74748,315,17,,,,,,,,,
1234,25,Man,UK,2,900,,,,,,,,,,,,,,,,10,21,23,75,0,292,292,3,3,2,2,2,3,2,3,3,3,3,2,3,3,3,3,4,4,3,,,,70,7,5,2,3,4,5,3,2,2,2,5,7,3,3,5,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,0,-1,-2,2,0,6,10,30,5,6,,,,,,,2400,390,1800,517,4,4,4,4,4,3,2,3,3,3,3,4,4,5,3,0.978021978021978,823.007326007326,1,273,,,,0,1,1,1,0,1,0,1,0,0,76,61.87802631578947,4702.73,,,,,,,2,1,1,219,207780,1007,43588,216,33,,,,,,,,,
1235,25,Man,UK,1,2400,,,,,,,,,,,,,,,,5,20,20,61,0,1693,1693,0,2,3,0,1,4,2,3,2,3,3,2,2,2,2,3,4,3,4,,,,35,7,2,1,1,1,5,2,1,1,1,7,7,2,1,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,1,1,-1,3,0,2,20,30,5,3,,,,,,,,,,525,5,5,4,3,3,5,2,5,4,3,4,3,3,5,3,0.9775280898876404,864.3370786516854,1,89,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,375,1023666,6474,422511,1693,57,,,,,,,,,
1236,25,Non-binary,UK,3,1080,,,,,,,,,,,,,,,,0,31,19,54,91,1120,1120,0,0,0,0,3,4,4,4,4,4,4,4,2,3,3,3,3,2,3,,,,26,7,1,1,1,1,1,1,1,4,1,7,7,1,4,1,4,7,4,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,60,60,5,3,,,,,,,600,0,300,661,2,4,4,2,4,3,3,1,1,4,4,5,3,3,4,,,,,,,,0,1,1,0,0,0,1,1,0,0,,,,199.917,16.49,91,12185.85,739,9,2,1,1,209,374014,2083,53095,381,21,,,,,,,,,
1237,30,Man,UK,3,1200,,,,,,,,,,,,,,,,5,22,21,75,0,402,402,1,1,2,1,2,2,2,4,3,4,3,2,3,3,3,3,3,3,3,,,,49,6,2,3,3,5,5,4,4,2,3,7,6,3,3,2,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,0,-1,-2,-1,0,4,60,60,5,5,,,,,,,1680,120,720,1642,3,4,4,5,5,4,3,2,3,4,3,4,3,3,2,0.9485714285714286,875.9142857142857,1,175,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,705,344000,2010,16706,402,51,,,,,,,,,
1238,30,Non-binary,UK,2,600,,,,,,,,,,,,,,,,5,13,23,57,0,163,163,1,2,2,0,1,1,1,2,3,1,3,1,2,3,5,4,4,2,3,,,,68,5,2,1,1,4,5,7,1,1,1,5,5,1,5,2,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,1,0,5,30,30,5,6,,,,,,,150,0,0,755,2,5,5,5,5,3,1,2,1,3,2,3,1,1,1,0.9922178988326849,901.8715953307393,1,257,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,67,62906,1347,27484,163,16,,,,,,,,,
1239,20,Man,UK,2,2110,,,,,,,,,,,,,,,,6,22,23,66,0,399,399,1,1,2,2,3,2,3,3,3,2,3,3,3,3,3,4,3,3,4,,,,65,6,3,3,5,2,2,1,4,4,1,5,5,1,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,0,2,-1,0,0,4,45,45,,5,,,,,,,1500,310,1020,1026,3,4,5,5,5,3,3,2,2,3,4,4,2,2,1,0.9872340425531915,1048.8510638297873,1,235,,,,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,1,1,1,131,154444,2154,47670,399,18,,,,,,,,,
